6.8625,10.3819,7.7986,8.7708
10.3483,10.4589,13.2329,11.3367
10.5713,11.8794,9.8676,11.4273
10.2389,11.6389,11.4491,12.4194
9.9844,9.6104,11.0458,10.7089
11.516,10.4724,9.4646,8.2115
9.8569,8.1111,8.1469,9.9833
10.3283,12.2613,12.2645,9.1405
11.0677,11.9653,11.9414,10.2328
11.1372,10.5404,12.0882,10.292
13.3702,12.4728,11.5091,10.8852
11.8523,11.2509,12.1584,12.6435
10.3602,11.0222,10.7825,11.8534
9.4799,11.2333,11.1705,11.9552
13.0119,12.1202,13.3619,11.225
13.2898,10.6017,11.5213,12.2783
13.0497,12.2744,11.2979,12.3558
8.1325,8.7967,9.2308,8.5471
9.0944,9.1969,8.8195,8.5331
9.6004,9.4696,9.7172,9.3701
11.5955,10.781,14.3433,10.7169
11.59,8.3508,7.5658,10.34
11.1242,10.6924,10.8427,12.4634
12.4063,10.4726,12.062,11.7042
14.2315,13.2661,12.566,8.1424
11.3149,11.1697,11.3511,11.3677
15.458,12.452,11.2343,11.7097
16.592,12.2183,12.0218,12.5506
12.6116,13.7019,11.96,17.4685
12.5771,13.7764,10.6067,12.3577
13.315,14.5927,12.352,13.6909
10.6117,11.7128,10.1618,12.3796
10.5245,10.3854,10.0431,10.7256
7.5312,10.6177,8.6758,9.883
10.0865,9.6636,9.3794,10.5241
8.9402,9.2334,8.7027,9.7761
14.1565,12.3569,13.0789,11.4166
12.25,11.4333,14.95,13.8208
8.6827,9.7484,9.594,9.35
10.1296,10.9582,10.6553,10.542
